week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2023-07-03,BEV-006,STR-003,South,48,62.4,False,,0.0
2023-07-03,BEV-007,STR-003,South,39,50.7,False,,0.0
2023-07-03,BEV-008,STR-003,South,38,133.0,False,,0.0
2023-07-03,BEV-009,STR-003,South,58,220.4,False,,0.0
2023-07-03,BEV-010,STR-003,South,64,128.0,False,,0.0
2023-07-03,BEV-011,STR-003,South,49,122.5,False,,0.0
2023-07-03,BEV-012,STR-003,South,60,150.0,False,,0.0
2023-07-03,BEV-013,STR-003,South,54,97.2,False,,0.0
2023-07-03,BEV-014,STR-003,South,44,66.0,False,,0.0
2023-07-03,BEV-015,STR-003,South,54,86.4,False,,0.0
2023-07-03,BEV-001,STR-004,North,392,588.0,False,,0.0
2023-07-03,BEV-002,STR-004,North,298,447.0,False,,0.0
2023-07-03,BEV-003,STR-004,North,1182,709.2,True,BOGO,0.5
2023-07-03,BEV-004,STR-004,North,95,95.0,False,,0.0
2023-07-03,BEV-005,STR-004,North,233,233.0,False,,0.0
2023-07-03,BEV-006,STR-004,North,203,263.9,False,,0.0
2023-07-03,BEV-007,STR-004,North,188,244.4,False,,0.0
2023-07-03,BEV-008,STR-004,North,204,714.0,False,,0.0
2023-07-03,BEV-009,STR-004,North,120,456.0,False,,0.0
2023-07-03,BEV-010,STR-004,North,191,382.0,False,,0.0
2023-07-03,BEV-011,STR-004,North,214,535.0,False,,0.0
2023-07-03,BEV-012,STR-004,North,259,647.5,False,,0.0
2023-07-03,BEV-013,STR-004,North,179,322.2,False,,0.0
2023-07-03,BEV-014,STR-004,North,503,377.25,True,BOGO,0.5
2023-07-03,BEV-015,STR-004,North,450,720.0,True,Display Feature,0.0
2023-07-03,BEV-001,STR-005,West,177,265.5,False,,0.0
2023-07-03,BEV-002,STR-005,West,160,240.0,False,,0.0
2023-07-03,BEV-003,STR-005,West,134,160.8,False,,0.0
2023-07-03,BEV-004,STR-005,West,110,110.0,False,,0.0
2023-07-03,BEV-005,STR-005,West,102,102.0,False,,0.0
2023-07-03,BEV-006,STR-005,West,119,154.7,False,,0.0
2023-07-03,BEV-007,STR-005,West,86,111.8,False,,0.0
2023-07-03,BEV-008,STR-005,West,93,325.5,False,,0.0
2023-07-03,BEV-009,STR-005,West,230,874.0,True,Display Feature,0.0
2023-07-03,BEV-010,STR-005,West,71,142.0,False,,0.0
2023-07-03,BEV-011,STR-005,West,106,265.0,False,,0.0
2023-07-03,BEV-012,STR-005,West,105,262.5,False,,0.0
2023-07-03,BEV-013,STR-005,West,100,180.0,False,,0.0
2023-07-03,BEV-014,STR-005,West,95,142.5,False,,0.0
2023-07-03,BEV-015,STR-005,West,72,115.2,False,,0.0
2023-07-03,BEV-001,STR-006,North,343,514.5,True,Display Feature,0.0
2023-07-03,BEV-002,STR-006,North,140,210.0,False,,0.0
2023-07-03,BEV-003,STR-006,North,126,151.2,False,,0.0
2023-07-03,BEV-004,STR-006,North,242,242.0,True,Display Feature,0.0
2023-07-03,BEV-005,STR-006,North,270,270.0,True,Display Feature,0.0
2023-07-03,BEV-006,STR-006,North,138,179.4,False,,0.0
2023-07-03,BEV-007,STR-006,North,103,133.9,False,,0.0
2023-07-03,BEV-008,STR-006,North,105,367.5,False,,0.0
2023-07-03,BEV-009,STR-006,North,99,376.2,False,,0.0
2023-07-03,BEV-010,STR-006,North,62,124.0,False,,0.0
2023-07-03,BEV-011,STR-006,North,99,247.5,False,,0.0
2023-07-03,BEV-012,STR-006,North,101,252.5,False,,0.0
2023-07-03,BEV-013,STR-006,North,149,268.2,False,,0.0
2023-07-03,BEV-014,STR-006,North,96,144.0,False,,0.0
2023-07-03,BEV-015,STR-006,North,106,169.6,False,,0.0
2023-07-03,BEV-001,STR-007,South,149,223.5,False,,0.0
2023-07-03,BEV-002,STR-007,South,115,172.5,False,,0.0
2023-07-03,BEV-003,STR-007,South,184,220.8,False,,0.0
2023-07-03,BEV-004,STR-007,South,115,115.0,False,,0.0
2023-07-03,BEV-005,STR-007,South,116,116.0,False,,0.0
2023-07-03,BEV-006,STR-007,South,82,106.6,False,,0.0
2023-07-03,BEV-007,STR-007,South,128,166.4,False,,0.0
2023-07-03,BEV-008,STR-007,South,72,252.0,False,,0.0
2023-07-03,BEV-009,STR-007,South,112,425.6,False,,0.0
2023-07-03,BEV-010,STR-007,South,144,288.0,False,,0.0
2023-07-03,BEV-011,STR-007,South,80,200.0,False,,0.0
2023-07-03,BEV-012,STR-007,South,89,222.5,False,,0.0
2023-07-03,BEV-013,STR-007,South,102,183.6,False,,0.0
2023-07-03,BEV-014,STR-007,South,90,135.0,False,,0.0
2023-07-03,BEV-015,STR-007,South,69,110.4,False,,0.0
2023-07-03,BEV-001,STR-008,North,76,114.0,False,,0.0
2023-07-03,BEV-002,STR-008,North,59,88.5,False,,0.0
2023-07-03,BEV-003,STR-008,North,82,98.4,False,,0.0
2023-07-03,BEV-004,STR-008,North,41,41.0,False,,0.0
2023-07-03,BEV-005,STR-008,North,65,65.0,False,,0.0
2023-07-03,BEV-006,STR-008,North,42,54.6,False,,0.0
2023-07-03,BEV-007,STR-008,North,47,61.1,False,,0.0
2023-07-03,BEV-008,STR-008,North,58,203.0,False,,0.0
2023-07-03,BEV-009,STR-008,North,38,144.4,False,,0.0
2023-07-03,BEV-010,STR-008,North,52,104.0,False,,0.0
2023-07-03,BEV-011,STR-008,North,63,157.5,False,,0.0
2023-07-03,BEV-012,STR-008,North,34,85.0,False,,0.0
2023-07-03,BEV-013,STR-008,North,52,93.6,False,,0.0
2023-07-03,BEV-014,STR-008,North,53,79.5,False,,0.0
2023-07-03,BEV-015,STR-008,North,104,149.76,True,Price Cut,0.1
2023-07-03,BEV-001,STR-009,West,56,84.0,False,,0.0
2023-07-03,BEV-002,STR-009,West,55,82.5,False,,0.0
2023-07-03,BEV-003,STR-009,West,124,148.8,True,Bundle,0.0
2023-07-03,BEV-004,STR-009,West,53,53.0,False,,0.0
2023-07-03,BEV-005,STR-009,West,53,53.0,False,,0.0
2023-07-03,BEV-006,STR-009,West,53,68.9,False,,0.0
2023-07-03,BEV-007,STR-009,West,43,55.9,False,,0.0
2023-07-03,BEV-008,STR-009,West,52,182.0,False,,0.0
2023-07-03,BEV-009,STR-009,West,53,201.4,False,,0.0
2023-07-03,BEV-010,STR-009,West,107,214.0,True,Display Feature,0.0
2023-07-03,BEV-011,STR-009,West,69,172.5,False,,0.0
2023-07-03,BEV-012,STR-009,West,55,137.5,False,,0.0
2023-07-03,BEV-013,STR-009,West,38,68.4,False,,0.0
2023-07-03,BEV-014,STR-009,West,85,127.5,True,Bundle,0.0
2023-07-03,BEV-015,STR-009,West,40,64.0,False,,0.0
2023-07-03,BEV-001,STR-010,West,87,130.5,False,,0.0
2023-07-03,BEV-002,STR-010,West,92,138.0,False,,0.0
2023-07-03,BEV-003,STR-010,West,63,75.6,False,,0.0
2023-07-03,BEV-004,STR-010,West,60,60.0,False,,0.0
2023-07-03,BEV-005,STR-010,West,54,54.0,False,,0.0
2023-07-03,BEV-006,STR-010,West,58,75.4,False,,0.0
2023-07-03,BEV-007,STR-010,West,69,89.7,False,,0.0
2023-07-03,BEV-008,STR-010,West,48,168.0,False,,0.0
2023-07-03,BEV-009,STR-010,West,42,159.6,False,,0.0
2023-07-03,BEV-010,STR-010,West,41,82.0,False,,0.0
2023-07-03,BEV-011,STR-010,West,42,105.0,False,,0.0
2023-07-03,BEV-012,STR-010,West,49,122.5,False,,0.0
2023-07-03,BEV-013,STR-010,West,53,95.4,False,,0.0
2023-07-03,BEV-014,STR-010,West,53,79.5,False,,0.0
2023-07-03,BEV-015,STR-010,West,58,92.8,False,,0.0
2023-07-03,BEV-001,STR-011,North,271,365.85,True,Price Cut,0.1
2023-07-03,BEV-002,STR-011,North,194,291.0,False,,0.0
2023-07-03,BEV-003,STR-011,North,142,170.4,False,,0.0
2023-07-03,BEV-004,STR-011,North,154,154.0,False,,0.0
2023-07-03,BEV-005,STR-011,North,113,113.0,False,,0.0
2023-07-03,BEV-006,STR-011,North,83,107.9,False,,0.0
2023-07-03,BEV-007,STR-011,North,79,102.7,False,,0.0
2023-07-03,BEV-008,STR-011,North,110,385.0,False,,0.0
2023-07-03,BEV-009,STR-011,North,96,364.8,False,,0.0
2023-07-03,BEV-010,STR-011,North,114,228.0,False,,0.0
2023-07-03,BEV-011,STR-011,North,230,460.0,True,Price Cut,0.2
2023-07-03,BEV-012,STR-011,North,246,615.0,True,Display Feature,0.0
2023-07-03,BEV-013,STR-011,North,83,149.4,False,,0.0
2023-07-03,BEV-014,STR-011,North,70,105.0,False,,0.0
2023-07-03,BEV-015,STR-011,North,91,145.6,False,,0.0
2023-07-03,BEV-001,STR-012,West,176,264.0,False,,0.0
2023-07-03,BEV-002,STR-012,West,156,234.0,False,,0.0
2023-07-03,BEV-003,STR-012,West,113,135.6,False,,0.0
2023-07-03,BEV-004,STR-012,West,103,103.0,False,,0.0
2023-07-03,BEV-005,STR-012,West,108,108.0,False,,0.0
2023-07-03,BEV-006,STR-012,West,82,106.6,False,,0.0
2023-07-03,BEV-007,STR-012,West,103,133.9,False,,0.0
2023-07-03,BEV-008,STR-012,West,101,353.5,False,,0.0
2023-07-03,BEV-009,STR-012,West,77,292.6,False,,0.0
2023-07-03,BEV-010,STR-012,West,107,214.0,False,,0.0
2023-07-03,BEV-011,STR-012,West,111,277.5,False,,0.0
2023-07-03,BEV-012,STR-012,West,304,760.0,True,Display Feature,0.0
2023-07-03,BEV-013,STR-012,West,121,217.8,False,,0.0
2023-07-03,BEV-014,STR-012,West,72,108.0,False,,0.0
2023-07-03,BEV-015,STR-012,West,81,129.6,False,,0.0
2023-07-03,BEV-001,STR-013,East,83,124.5,False,,0.0
2023-07-03,BEV-002,STR-013,East,248,186.0,True,BOGO,0.5
2023-07-03,BEV-003,STR-013,East,83,99.6,False,,0.0
2023-07-03,BEV-004,STR-013,East,89,89.0,False,,0.0
2023-07-03,BEV-005,STR-013,East,56,56.0,False,,0.0
2023-07-03,BEV-006,STR-013,East,61,79.3,False,,0.0
2023-07-03,BEV-007,STR-013,East,149,193.7,True,Display Feature,0.0
2023-07-03,BEV-008,STR-013,East,57,199.5,False,,0.0
2023-07-03,BEV-009,STR-013,East,47,178.6,False,,0.0
2023-07-03,BEV-010,STR-013,East,58,116.0,False,,0.0
2023-07-03,BEV-011,STR-013,East,42,105.0,False,,0.0
2023-07-03,BEV-012,STR-013,East,86,193.5,True,Price Cut,0.1
2023-07-03,BEV-013,STR-013,East,45,81.0,False,,0.0
2023-07-03,BEV-014,STR-013,East,51,76.5,False,,0.0
2023-07-03,BEV-015,STR-013,East,73,116.8,False,,0.0
2023-07-03,BEV-001,STR-014,South,94,141.0,False,,0.0
2023-07-03,BEV-002,STR-014,South,171,256.5,False,,0.0
2023-07-03,BEV-003,STR-014,South,102,122.4,False,,0.0
2023-07-03,BEV-004,STR-014,South,91,91.0,False,,0.0
2023-07-03,BEV-005,STR-014,South,122,122.0,False,,0.0
2023-07-03,BEV-006,STR-014,South,101,131.3,False,,0.0
2023-07-03,BEV-007,STR-014,South,78,101.4,False,,0.0
2023-07-03,BEV-008,STR-014,South,86,301.0,False,,0.0
2023-07-03,BEV-009,STR-014,South,114,433.2,False,,0.0
2023-07-03,BEV-010,STR-014,South,85,170.0,False,,0.0
2023-07-03,BEV-011,STR-014,South,104,260.0,False,,0.0
2023-07-03,BEV-012,STR-014,South,303,378.75,True,BOGO,0.5
2023-07-03,BEV-013,STR-014,South,87,156.6,False,,0.0
2023-07-03,BEV-014,STR-014,South,143,214.5,False,,0.0
2023-07-03,BEV-015,STR-014,South,113,180.8,False,,0.0
2023-07-03,BEV-001,STR-015,North,89,133.5,False,,0.0
2023-07-03,BEV-002,STR-015,North,156,234.0,False,,0.0
2023-07-03,BEV-003,STR-015,North,130,156.0,False,,0.0
2023-07-03,BEV-004,STR-015,North,293,293.0,True,Display Feature,0.0
2023-07-03,BEV-005,STR-015,North,84,84.0,False,,0.0
2023-07-03,BEV-006,STR-015,North,98,127.4,False,,0.0
2023-07-03,BEV-007,STR-015,North,110,143.0,False,,0.0
2023-07-03,BEV-008,STR-015,North,117,409.5,False,,0.0
2023-07-03,BEV-009,STR-015,North,76,288.8,False,,0.0
2023-07-03,BEV-010,STR-015,North,93,186.0,False,,0.0
2023-07-03,BEV-011,STR-015,North,190,380.0,True,Price Cut,0.2
2023-07-03,BEV-012,STR-015,North,87,217.5,False,,0.0
2023-07-03,BEV-013,STR-015,North,203,365.4,True,Bundle,0.0
2023-07-03,BEV-014,STR-015,North,108,162.0,False,,0.0
2023-07-03,BEV-015,STR-015,North,75,120.0,False,,0.0
2023-07-03,BEV-001,STR-016,West,178,267.0,False,,0.0
2023-07-03,BEV-002,STR-016,West,641,480.75,True,BOGO,0.5
2023-07-03,BEV-003,STR-016,West,271,325.2,True,Bundle,0.0
2023-07-03,BEV-004,STR-016,West,70,70.0,False,,0.0
2023-07-03,BEV-005,STR-016,West,90,90.0,False,,0.0
2023-07-03,BEV-006,STR-016,West,125,162.5,False,,0.0
2023-07-03,BEV-007,STR-016,West,86,111.8,False,,0.0
2023-07-03,BEV-008,STR-016,West,109,381.5,False,,0.0
2023-07-03,BEV-009,STR-016,West,115,437.0,False,,0.0
2023-07-03,BEV-010,STR-016,West,81,162.0,False,,0.0
2023-07-03,BEV-011,STR-016,West,99,247.5,False,,0.0
2023-07-03,BEV-012,STR-016,West,35,87.5,False,,0.0
2023-07-03,BEV-013,STR-016,West,80,144.0,False,,0.0
2023-07-03,BEV-014,STR-016,West,95,142.5,False,,0.0
2023-07-03,BEV-015,STR-016,West,75,120.0,False,,0.0
2023-07-03,BEV-001,STR-017,East,199,298.5,False,,0.0
2023-07-03,BEV-002,STR-017,East,107,160.5,False,,0.0
2023-07-03,BEV-003,STR-017,East,137,164.4,False,,0.0
2023-07-03,BEV-004,STR-017,East,103,103.0,False,,0.0
2023-07-03,BEV-005,STR-017,East,129,129.0,False,,0.0
2023-07-03,BEV-006,STR-017,East,71,92.3,False,,0.0
2023-07-03,BEV-007,STR-017,East,123,159.9,False,,0.0
2023-07-03,BEV-008,STR-017,East,100,350.0,False,,0.0
2023-07-03,BEV-009,STR-017,East,80,304.0,False,,0.0
2023-07-03,BEV-010,STR-017,East,109,218.0,False,,0.0
2023-07-03,BEV-011,STR-017,East,104,260.0,False,,0.0
2023-07-03,BEV-012,STR-017,East,88,220.0,False,,0.0
2023-07-03,BEV-013,STR-017,East,101,181.8,False,,0.0
2023-07-03,BEV-014,STR-017,East,231,346.5,True,Display Feature,0.0
2023-07-03,BEV-015,STR-017,East,102,163.2,False,,0.0
2023-07-03,BEV-001,STR-018,East,340,510.0,False,,0.0
2023-07-03,BEV-002,STR-018,East,395,592.5,False,,0.0
2023-07-03,BEV-003,STR-018,East,226,271.2,False,,0.0
2023-07-03,BEV-004,STR-018,East,285,285.0,False,,0.0
2023-07-03,BEV-005,STR-018,East,122,122.0,False,,0.0
2023-07-03,BEV-006,STR-018,East,194,252.2,False,,0.0
2023-07-03,BEV-007,STR-018,East,335,435.5,True,Bundle,0.0
2023-07-03,BEV-008,STR-018,East,211,738.5,False,,0.0
2023-07-03,BEV-009,STR-018,East,175,665.0,False,,0.0
2023-07-03,BEV-010,STR-018,East,192,384.0,False,,0.0
2023-07-03,BEV-011,STR-018,East,180,450.0,False,,0.0
2023-07-03,BEV-012,STR-018,East,176,440.0,False,,0.0
2023-07-03,BEV-013,STR-018,East,351,631.8,True,Bundle,0.0
2023-07-03,BEV-014,STR-018,East,214,321.0,False,,0.0
2023-07-03,BEV-015,STR-018,East,172,275.2,False,,0.0
2023-07-03,BEV-001,STR-019,West,354,531.0,False,,0.0
2023-07-03,BEV-002,STR-019,West,318,477.0,False,,0.0
2023-07-03,BEV-003,STR-019,West,349,418.8,False,,0.0
2023-07-03,BEV-004,STR-019,West,225,225.0,False,,0.0
2023-07-03,BEV-005,STR-019,West,167,167.0,False,,0.0
2023-07-03,BEV-006,STR-019,West,178,231.4,False,,0.0
2023-07-03,BEV-007,STR-019,West,230,299.0,False,,0.0
2023-07-03,BEV-008,STR-019,West,224,784.0,False,,0.0
2023-07-03,BEV-009,STR-019,West,199,756.2,False,,0.0
2023-07-03,BEV-010,STR-019,West,512,1024.0,True,Display Feature,0.0
2023-07-03,BEV-011,STR-019,West,251,627.5,False,,0.0
2023-07-03,BEV-012,STR-019,West,176,440.0,False,,0.0
2023-07-03,BEV-013,STR-019,West,222,399.6,False,,0.0
2023-07-03,BEV-014,STR-019,West,576,432.0,True,BOGO,0.5
2023-07-03,BEV-015,STR-019,West,191,305.6,False,,0.0
2023-07-03,BEV-001,STR-020,West,183,274.5,False,,0.0
2023-07-03,BEV-002,STR-020,West,175,262.5,False,,0.0
2023-07-03,BEV-003,STR-020,West,174,208.8,False,,0.0
2023-07-03,BEV-004,STR-020,West,126,126.0,False,,0.0
2023-07-03,BEV-005,STR-020,West,251,251.0,True,Display Feature,0.0
2023-07-03,BEV-006,STR-020,West,170,221.0,True,Bundle,0.0
2023-07-03,BEV-007,STR-020,West,94,122.2,False,,0.0
2023-07-03,BEV-008,STR-020,West,106,371.0,False,,0.0
2023-07-03,BEV-009,STR-020,West,97,368.6,False,,0.0
2023-07-03,BEV-010,STR-020,West,102,204.0,False,,0.0
2023-07-03,BEV-011,STR-020,West,112,280.0,False,,0.0
2023-07-03,BEV-012,STR-020,West,84,210.0,False,,0.0
2023-07-03,BEV-013,STR-020,West,142,255.6,False,,0.0
2023-07-03,BEV-014,STR-020,West,80,120.0,False,,0.0
2023-07-03,BEV-015,STR-020,West,76,121.6,False,,0.0
2023-07-03,BEV-001,STR-021,East,92,138.0,False,,0.0
2023-07-03,BEV-002,STR-021,East,87,130.5,False,,0.0
2023-07-03,BEV-003,STR-021,East,84,100.8,False,,0.0
2023-07-03,BEV-004,STR-021,East,56,56.0,False,,0.0
2023-07-03,BEV-005,STR-021,East,50,50.0,False,,0.0
2023-07-03,BEV-006,STR-021,East,41,53.3,False,,0.0
2023-07-03,BEV-007,STR-021,East,51,66.3,False,,0.0
2023-07-03,BEV-008,STR-021,East,43,150.5,False,,0.0
2023-07-03,BEV-009,STR-021,East,179,340.1,True,BOGO,0.5
2023-07-03,BEV-010,STR-021,East,49,98.0,False,,0.0
2023-07-03,BEV-011,STR-021,East,104,260.0,True,Display Feature,0.0
2023-07-03,BEV-012,STR-021,East,47,117.5,False,,0.0
2023-07-03,BEV-013,STR-021,East,54,97.2,False,,0.0
2023-07-03,BEV-014,STR-021,East,44,66.0,False,,0.0
2023-07-03,BEV-015,STR-021,East,125,100.0,True,BOGO,0.5
2023-07-03,BEV-001,STR-022,South,157,235.5,False,,0.0
2023-07-03,BEV-002,STR-022,South,157,235.5,False,,0.0
2023-07-03,BEV-003,STR-022,South,135,162.0,False,,0.0
2023-07-03,BEV-004,STR-022,South,91,91.0,False,,0.0
2023-07-03,BEV-005,STR-022,South,314,157.0,True,BOGO,0.5
2023-07-03,BEV-006,STR-022,South,71,92.3,False,,0.0
2023-07-03,BEV-007,STR-022,South,72,93.6,False,,0.0
2023-07-03,BEV-008,STR-022,South,86,301.0,False,,0.0
2023-07-03,BEV-009,STR-022,South,96,364.8,False,,0.0
2023-07-03,BEV-010,STR-022,South,106,212.0,False,,0.0
2023-07-03,BEV-011,STR-022,South,130,325.0,False,,0.0
2023-07-03,BEV-012,STR-022,South,117,292.5,False,,0.0
2023-07-03,BEV-013,STR-022,South,97,174.6,False,,0.0
2023-07-03,BEV-014,STR-022,South,100,150.0,False,,0.0
2023-07-03,BEV-015,STR-022,South,192,215.04,True,Price Cut,0.3
2023-07-03,BEV-001,STR-023,North,149,223.5,False,,0.0
2023-07-03,BEV-002,STR-023,North,141,211.5,False,,0.0
2023-07-03,BEV-003,STR-023,North,160,192.0,False,,0.0
2023-07-03,BEV-004,STR-023,North,83,83.0,False,,0.0
2023-07-03,BEV-005,STR-023,North,110,110.0,False,,0.0
2023-07-03,BEV-006,STR-023,North,131,170.3,False,,0.0
2023-07-03,BEV-007,STR-023,North,98,127.4,False,,0.0
2023-07-03,BEV-008,STR-023,North,108,378.0,False,,0.0
2023-07-03,BEV-009,STR-023,North,114,433.2,False,,0.0
2023-07-03,BEV-010,STR-023,North,92,184.0,False,,0.0
2023-07-03,BEV-011,STR-023,North,104,260.0,False,,0.0
2023-07-03,BEV-012,STR-023,North,100,250.0,False,,0.0
2023-07-03,BEV-013,STR-023,North,306,275.4,True,BOGO,0.5
2023-07-03,BEV-014,STR-023,North,152,205.2,True,Price Cut,0.1
2023-07-03,BEV-015,STR-023,North,100,160.0,False,,0.0
2023-07-03,BEV-001,STR-024,East,165,247.5,False,,0.0
2023-07-03,BEV-002,STR-024,East,348,469.8,True,Price Cut,0.1
2023-07-03,BEV-003,STR-024,East,179,214.8,False,,0.0
2023-07-03,BEV-004,STR-024,East,143,143.0,False,,0.0
2023-07-03,BEV-005,STR-024,East,85,85.0,False,,0.0
2023-07-03,BEV-006,STR-024,East,117,152.1,False,,0.0
2023-07-03,BEV-007,STR-024,East,104,135.2,False,,0.0
2023-07-03,BEV-008,STR-024,East,144,504.0,False,,0.0
2023-07-03,BEV-009,STR-024,East,84,319.2,False,,0.0
2023-07-03,BEV-010,STR-024,East,83,166.0,False,,0.0
2023-07-03,BEV-011,STR-024,East,88,220.0,False,,0.0
2023-07-03,BEV-012,STR-024,East,58,145.0,False,,0.0
2023-07-03,BEV-013,STR-024,East,188,270.72,True,Price Cut,0.2
2023-07-03,BEV-014,STR-024,East,85,127.5,False,,0.0
2023-07-03,BEV-015,STR-024,East,103,164.8,False,,0.0
2023-07-03,BEV-001,STR-025,South,801,1201.5,True,Display Feature,0.0
2023-07-03,BEV-002,STR-025,South,413,619.5,False,,0.0
2023-07-03,BEV-003,STR-025,South,357,428.4,False,,0.0
2023-07-03,BEV-004,STR-025,South,177,177.0,False,,0.0
2023-07-03,BEV-005,STR-025,South,164,164.0,False,,0.0
2023-07-03,BEV-006,STR-025,South,527,479.57,True,Price Cut,0.3
2023-07-03,BEV-007,STR-025,South,147,191.1,False,,0.0
2023-07-03,BEV-008,STR-025,South,273,955.5,False,,0.0
2023-07-03,BEV-009,STR-025,South,247,938.6,False,,0.0
2023-07-03,BEV-010,STR-025,South,181,362.0,False,,0.0
2023-07-03,BEV-011,STR-025,South,131,327.5,False,,0.0
2023-07-03,BEV-012,STR-025,South,254,635.0,False,,0.0
2023-07-03,BEV-013,STR-025,South,195,351.0,False,,0.0
2023-07-03,BEV-014,STR-025,South,250,375.0,False,,0.0
2023-07-03,BEV-015,STR-025,South,136,217.6,False,,0.0
2023-07-03,BEV-001,STR-026,West,139,166.8,True,Price Cut,0.2
2023-07-03,BEV-002,STR-026,West,75,112.5,False,,0.0
2023-07-03,BEV-003,STR-026,West,76,91.2,False,,0.0
2023-07-03,BEV-004,STR-026,West,45,45.0,False,,0.0
2023-07-03,BEV-005,STR-026,West,56,56.0,False,,0.0
2023-07-03,BEV-006,STR-026,West,39,50.7,False,,0.0
2023-07-03,BEV-007,STR-026,West,49,63.7,False,,0.0
2023-07-03,BEV-008,STR-026,West,51,178.5,False,,0.0
2023-07-03,BEV-009,STR-026,West,165,313.5,True,BOGO,0.5
2023-07-03,BEV-010,STR-026,West,57,114.0,False,,0.0
2023-07-03,BEV-011,STR-026,West,39,97.5,False,,0.0
2023-07-03,BEV-012,STR-026,West,35,87.5,False,,0.0
2023-07-03,BEV-013,STR-026,West,63,113.4,False,,0.0
2023-07-03,BEV-014,STR-026,West,53,79.5,False,,0.0
2023-07-03,BEV-015,STR-026,West,43,68.8,False,,0.0
2023-07-03,BEV-001,STR-027,West,197,295.5,False,,0.0
2023-07-03,BEV-002,STR-027,West,153,229.5,False,,0.0
2023-07-03,BEV-003,STR-027,West,185,222.0,False,,0.0
2023-07-03,BEV-004,STR-027,West,152,152.0,True,Bundle,0.0
2023-07-03,BEV-005,STR-027,West,339,237.3,True,Price Cut,0.3
2023-07-03,BEV-006,STR-027,West,338,439.4,True,Display Feature,0.0
2023-07-03,BEV-007,STR-027,West,95,123.5,False,,0.0
2023-07-03,BEV-008,STR-027,West,251,702.8,True,Price Cut,0.2
2023-07-03,BEV-009,STR-027,West,113,429.4,False,,0.0
2023-07-03,BEV-010,STR-027,West,318,636.0,True,Display Feature,0.0
2023-07-03,BEV-011,STR-027,West,81,202.5,False,,0.0
2023-07-03,BEV-012,STR-027,West,114,285.0,False,,0.0
2023-07-03,BEV-013,STR-027,West,121,217.8,False,,0.0
2023-07-03,BEV-014,STR-027,West,65,97.5,False,,0.0
2023-07-03,BEV-015,STR-027,West,76,121.6,False,,0.0
2023-07-03,BEV-001,STR-028,South,178,267.0,False,,0.0
2023-07-03,BEV-002,STR-028,South,284,426.0,False,,0.0
2023-07-03,BEV-003,STR-028,South,343,411.6,False,,0.0
2023-07-03,BEV-004,STR-028,South,260,260.0,False,,0.0
2023-07-03,BEV-005,STR-028,South,203,203.0,False,,0.0
2023-07-03,BEV-006,STR-028,South,265,344.5,False,,0.0
2023-07-03,BEV-007,STR-028,South,145,188.5,False,,0.0
2023-07-03,BEV-008,STR-028,South,132,462.0,False,,0.0
2023-07-03,BEV-009,STR-028,South,198,752.4,False,,0.0
